"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 8/20/2013)","Feeder IRN","School Type","Gifted ","Read 3rd grade 2012-13 % proficient or above","Math 3rd grade 2012-13 % proficient or above","Read 4th Grade 2012-13 % proficient or above","Math 4th Grade 2012-13 % proficient or above","Read 5th grade 2012-13 % proficient or above","Math 5th grade 2012-13 % proficient or above","Science 5th grade 2012-13 % proficient or above","Read 6th Grade 2012-13 % proficient or above","Math 6th Grade 2012-13 % proficient or above","Read 7th Grade 2012-13 % proficient or above","Math 7th Grade 2012-13 % proficient or above","Read 8th Grade 2012-13 % proficient or above","Math 8th Grade 2012-13 % proficient or above","Science 8th grade 2012-13 % proficient or above","Read OGT 2012-13 % proficient or above","Math OGT 2012-13 % proficient or above","Write OGT 2012-13 % proficient or above","Social Studies OGT 2012-13 % proficient or above","Science OGT 2012-13 % proficient or above","Read 11th grade 2012-13 % at or above proficient","Math 11th grade 2012-13 % at or above proficient","Write 11th grade 2012-13 % at or above proficient","Social Studies 11th grade 2012-13 % at or above proficient","Science 11th grade 2012-13 % at or above proficient","Attendance rate 2012-13","	2012 4-Year Longitudinal Graduation Rate - Class of 2012","	2012 5-Year Longitudinal Graduation Rate - Class of 2011","Enrollment","% of total enrollment"
"000491","Bowman Primary School","044214","Lebanon City","Warren","Region 13","Open","095679","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","83","10.2"
"000493","Lebanon Junior High","044214","Lebanon City","Warren","Region 13","Open","020032","Junior High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","123","13.7"
"000497","Alpine Elementary School","043802","Columbus City","Franklin","Region 11","Open","042184","Elementary School","Gifted",">95.0",">95.0",">95.0","93.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","85","16.7"
"000501","Ripley Union Lewis Huntington Middle School","046078","Ripley-Union-Lewis-Huntington Local","Brown","Region 14","Open","031815","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000505","Alton Hall Elementary School","044800","South-Western City","Franklin","Region 11","Open","138735","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.5","--","--","32","7.0"
"000509","Whitehall Preparatory and Fitness Academy","000509","Whitehall Preparatory and Fitness Academy","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000510","Springfield Preparatory and Fitness Academy","000510","Springfield Preparatory and Fitness Academy","Clark","Region 10","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000511","Northland Preparatory and Fitness Academy","000511","Northland Preparatory and Fitness Academy","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000513","Alum Crest High School","043802","Columbus City","Franklin","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000519","Whiteoak Junior High School","047613","Bright Local","Highland","Region 14","Open","041004","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000520","Youngstown Early College","045161","Youngstown City Schools","Mahoning","Region 5","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","90.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","46","23.0"
"000525","Project Rebuild Community School","000525","Project Rebuild Community School","Stark","Region 9","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000527","Cleveland Academy for Scholarship Technology and Leadership","000527","Cleveland Academy for Scholarship Technology and Leadership","Cuyahoga","Region 3","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000534","Constellation Schools: Puritas Community Middle","000534","Constellation Schools: Puritas Community Middle","Cuyahoga","Region 3","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000539","Amanda-Clearcreek Elementary School","046847","Amanda-Clearcreek Local","Fairfield","Region 11","Open","122069","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","47","12.3"
"000541","Constellation Schools: Outreach Academy for Students with Di","000541","Constellation Schools: Outreach Academy for Students with Di","Cuyahoga","Region 3","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000543","Pinnacle Academy","000543","Pinnacle Academy","Cuyahoga","Region 3","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000546","Winterfield Venture Academy","000546","Winterfield Venture Academy","Lucas","Region 1","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000547","Amanda Elementary School","044404","Middletown City","Butler","Region 13","Open","013284","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","17","3.8"
"000553","Columbus Humanities, Arts and Technology Academy","000553","Columbus Humanities, Arts and Technology Academy","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000556","A+ Arts Academy","000556","A+ Arts Academy","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000557","Columbus Arts & Technology Academy","000557","Columbus Arts & Technology Academy","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000558","Columbus Preparatory Academy","000558","Columbus Preparatory Academy","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000559","Orion Academy","000559","Orion Academy","Hamilton","Region 13","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000560","Apex Academy","000560","Apex Academy","Cuyahoga","Region 3","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000562","Amanda-Clearcreek High School","046847","Amanda-Clearcreek Local","Fairfield","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","93.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","62","11.4"
"000564","Virtual Schoolhouse, Inc.","000564","Virtual Schoolhouse, Inc.","Cuyahoga","Region 3","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000575","Hope Academy Northwest Campus","000575","Hope Academy Northwest Campus","Cuyahoga","Region 3","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000576","King Academy Community School","000576","King Academy Community School","Hamilton","Region 13","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000577","Emerson Academy","000577","Emerson Academy","Montgomery","Region 10","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000585","FCI Academy","000585","FCI Academy","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000596","Amelia Elementary School","046359","West Clermont Local","Clermont","Region 13","Open","000612","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","22","3.4"
"000598","Coshocton Opportunity School","000598","Coshocton Opportunity School","Coshocton","Region 12","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000604","Amelia High School","046359","West Clermont Local","Clermont","Region 13","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","312","27.5"
"000608","Summit Academy Transition High School-Cincinnati","000608","Summit Academy Transition High School-Cincinnati","Hamilton","Region 13","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000609","Summit Academy Middle School - Lorain","000609","Summit Academy Middle School - Lorain","Lorain","Region 2","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000610","Summit Academy Middle School - Columbus","000610","Summit Academy Middle School - Columbus","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000612","Amelia Middle School","046359","West Clermont Local","Clermont","Region 13","Open","000604","Middle School","Gifted","--","--","--","--","--","--","--",">95.0","94.4",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","198","20.3"
"000613","Heir Force Community School","000613","Heir Force Community School","Allen","Region 6","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000614","Summit Academy Transition High School-Columbus","000614","Summit Academy Transition High School-Columbus","Franklin","Region 11","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000616","Summit Academy Alternative LearnersWarren Middle & Secondary","000616","Summit Academy Alternative LearnersWarren Middle & Secondary","Trumbull","Region 5","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000620","Amesville Elementary School","045914","Federal Hocking Local","Athens","Region 16","Open","091389","Elementary School","Gifted","--","--","--","--","--","--","--",">95.0","76.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","31","10.7"
"000621","Summit Academy Transition High School Dayton","000621","Summit Academy Transition High School Dayton","Montgomery","Region 10","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000623","Summit Academy-Youngstown","000623","Summit Academy-Youngstown","Mahoning","Region 5","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"000629","Summit Academy Community School - Painesville","000629","Summit Academy Community School - Painesville","Lake","Region 4","Open","******","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
